source_song,matched_song,similarity
Dead Leaves (Sentenced),Faded Beauty Queens (The Thrills),0.9472969776642114
Our Lips Are Sealed (The Go-Go's),Chillin (Modjo),0.9472817517031531
Meltdown (AC/DC),Black Coffee In Bed (Squeeze),0.9472570543609634
Have a Nice Day (Stereophonics),MASQUERADE (Versailles),0.9471868502916622
Are You Gonna Go My Way (Lenny Kravitz),Hollywood (Marina & the Diamonds),0.9471865812544153
Going To Hell (The Brian Jonestown Massacre),Whos Gonna Find Me (The Coral),0.9471628974607718
Rainbow Box (Riverside),Raindrops (Basement Jaxx),0.947151913309126
I Woke Up In A Car (Something Corporate),JUST MAD PAIN (RENTRER EN SOI),0.9470887366109177
By the Way (Red Hot Chili Peppers),I See You (The Horrors),0.9470873931034082
Hot Dog (Limp Bizkit),Herr Mannelig (In Extremo),0.9470745077013856
Inizio (Ludovico Einaudi),Love Dream (Franz Liszt),0.9470712854935807
Careful (Paramore),Maintain Consciousness (Relient K),0.9470653224885844
Underwater (Tegan and Sara),Dogs of War (AC/DC),0.9470564710424474
Typhonian Soul Zodiack (Behemoth),Shadow Walker (Bleeding Through),0.9470308090457643
Roads That Dont End and Views That Never Cease (We Came As Romans),An Ever-Growing Wonder (We Came As Romans),0.9470253268700958
Smile Like You Mean It (The Killers),Try Harder (Blood Red Shoes),0.9470151216097554
What Drives The Weak (Shadows Fall),spiral (L'Arc~en~Ciel),0.9470017944367048
Shaking (Sugarcult),Spinning (Jack's Mannequin),0.9469756000838375
One More Magic Potion (Ensiferum),Ready to Fall (Rise Against),0.9469508294353879
Hey Brother (Avicii),Addicted to You (Avicii),0.946916413915701
Stop & Erase (Selena Gomez & the Scene),Wait A Minute (The Hives),0.9469117944074116
Crowquill (Circle Takes the Square),Claiming Middle Age A Decade Early (Arsonists Get All The Girls),0.9469032772807486
Steel Rain (Chris Cornell),New Year (Beach House),0.946897826822358
Come Closer (Miles Kane),La Belle Epoque (Kent),0.9468961960670408
Your Love (The Outfield),World Away (Emery),0.9468687083842094
Rooks (Shearwater),Django (Modern Jazz Quartet),0.9468149862103609
Naturally (Selena Gomez & the Scene),Keep You (Wild Belle),0.9467929311020212
The Devil Made Me Do It (7Ray),Ive Tried Everything (The Cribs),0.9467821750449338
Tell Me Why (Supermode),F**k You (Sleeping with Sirens),0.9467745578086204
Broadway (Goo Goo Dolls),Before Too Long (Paul Kelly),0.9467723211433301
Faking My Own Suicide (Relient K),The Ponytail Parades (Emery),0.9467668866677159
Not The Nicest Guy (Lordi),Heart Heart Heartbreak (Boys Like Girls),0.9467626020022752
Fall Into Sleep (Mudvayne),Miklagard Overture (Turisas),0.9467531651713795
Be Somebody (Kings of Leon),Golden Pendulum (The Big Pink),0.9467496839810061
Passion And The Opera (Nightwish),Your Love Is Evil (Avantasia),0.9467420803345379
Mishale (Andru Donalds),Bye Bye Bye (*NSYNC),0.9467407493062591
Crazy For This Girl (Evan and Jaron),Undead Son (Tarot),0.9467237151926505
Break the Line (Guano Apes),The Drowning (The Haunted),0.946718557602949
Freisturz (Eisbrecher),Trinity Fields (Deathstars),0.9467118231354713
Givin Up (The Darkness),Rat Is Dead (Rage) (Cansei de Ser Sexy),0.9467108892747338
The Glory Of Love (New Found Glory),Here I Go Again (Whitesnake),0.9467091001764246
Rüssel An Schwanz (Wir sind Helden),On a Roll (Icona Pop),0.9466930237072454
BB Good (Jonas Brothers),Total Life Forever (Foals),0.9466786252490584
Faded Beauty Queens (The Thrills),O Valencia! (The Decemberists),0.9466782468631941
Deeper Into You (TRUSTcompany),A Giant In a Giants World (Memphis May Fire),0.9466562008590279
Shallow End (Morcheeba),Mixed Up World (Sophie Ellis-Bextor),0.9465992430545105
Going To Hell (The Brian Jonestown Massacre),Before Too Long (Paul Kelly),0.9465850446109598
Gave It All Away (Red),Imitation is the Sincerest Form of Battery (Every Time I Die),0.9465841620178826
The Older I Get (Skillet),When You Wake Up (Dead by April),0.9465385564380893
In Hiding (Pearl Jam),Shower Your Love (Kula Shaker),0.9465148274015206
In Love With Myself (David Guetta),Killing Birds (Chris Cornell),0.9465024944910025
Trembling (Yellowcard),Maintain Consciousness (Relient K),0.9464993920634238
Makes No Difference (Sum 41),Shining Light (Ash),0.9464986513095697
Snowed Under (Keane),Baby Come Home (Bush),0.9464919078636725
Hollywood (Marina & the Diamonds),Dont You Forget It (Allah-Las),0.9464750011930416
Jackass (Green Day),The Final Solution (Sabaton),0.9464736177932409
Bullet Theory (Funeral for a Friend),Death (White Lies),0.9464669864499923
The Prince (Metallica),Red Letter Day (The Get Up Kids),0.946461415912058
Sacred Hell (Edguy),That Fire (Black Tide),0.9464588234255839
The View (Modest Mouse),Bad Romance (Lady Gaga),0.9464575427866091
The Negative Sex (IAMX),Carpe Diem (Green Day),0.9464558631148445
The Day When the Sun Faded Away (Catamenia),San Pedro (Mogwai),0.9464550845719042
Smile Lines (Incubus),The World Without (A Fine Frenzy),0.9464508474029507
Intimate Slavery (Pig Destroyer),Lobotomized (Insect Warfare),0.9464490833524085
Horizon (The Cinematic Orchestra),Brave New World (Iron Maiden),0.9464175683980626
ADHD (Blood Red Shoes),Insatiable (Atreyu),0.9463546218205412
Insatiable (Atreyu),I Know Hollywood And You Aint It (Walls of Jericho),0.9463516183442116
Freak Of The World (Puddle of Mudd),Never Gonna Be Alone (Nickelback),0.9463378919545823
Hell (Tegan and Sara),Kate Moss (Organek),0.9463326317443685
Trying Your Luck (The Strokes),Love Me Like You (The Magic Numbers),0.9463207324474979
The Deep End (Scary Kids Scaring Kids),Give Me The Night (DragonForce),0.9463168560170601
Raspberry Swirl (Tori Amos),Ive Tried Everything (The Cribs),0.9463075809817518
If It is the Deep Sea I Can See You There (Melt-Banana),Look What The Cat Dragged In (The Rolling Stones),0.94629786940303
Reclusion (Anberlin),River Below (Billy Talent),0.9462907524350385
Inspiration On Demand (Shadows Fall),When Goodbye Means Forever (I Killed the Prom Queen),0.9462784819004675
Suffocating Sight (Trivium),Sydney (Halifax),0.946275498026267
Deeper Into You (TRUSTcompany),Kiuassault (Kiuas),0.9462612847244531
Thousand Years Of Oppression (Amon Amarth),Feeding The Decomposing (Impending Doom),0.9462403833718669
Home In Despair (Sentenced),The Blackest Crow (Megadeth),0.9462218894419804
Strong Hand (CHVRCHES),Drink (Alestorm),0.9462132063672978
Nuclear Generators (The Suicide Machines),Like Callisto to a Star in Heaven (Trivium),0.9461907686983713
Angels or Devils (Dishwalla),Shout Out Loud (Amos Lee),0.9461866452615921
Secret Weapon (MxPx),Great Things (Echobelly),0.9461866131432692
Losing Lisa (Ben Folds),Heres to You (Rascal Flatts),0.9461663560932443
First Day Back (Braid),Burn With Me (Amaranthe),0.9461440874997463
The Kids Arent Alright (The Offspring),spiral (L'Arc~en~Ciel),0.9461155761510935
And I (Box Car Racer),All That We Needed (Plain White T's),0.9461126328875954
Gotta Keep Moving (Kellie Pickler),Superficial (Natalia Kills),0.9461100764474736
Discord (After Forever),I Wont Kneel (Groove Armada),0.9460961193979446
As We Die (Charon),Escape To The Stars (Cinema Bizarre),0.9460838377237065
All My Fault (Fenix TX),Drive Away (The All-American Rejects),0.9460645141581397
WTFWJD (I Set My Friends on Fire),Running Out of Time (Poets of the Fall),0.9459760618251798
Love Is The Drug (Grace Jones),Rude (Magic!),0.9459679210634039
Kungen är död (Kent),Back Into Your System (Saliva),0.9459597823990088
Save the World (Swedish House Mafia),Hey Brother (Avicii),0.9459471871727393
No You Girls (Franz Ferdinand),I Dont Feel Like Dancin (Scissor Sisters),0.9459352037317624
Electric Lady (Tesla Boy),Best Days (Matt White),0.9459049320668766
White Wind (School of Seven Bells),Hard Rock Hallelujah (Lordi),0.9459043472719877
Proxima Centauri (At the Drive-In),Raum Der Zeit (Wizo),0.9459008334692224
Dont Tell A Soul (Katatonia),Like A Prayer (Jay Smith),0.9458861626201686
Broken Record (Katy B),Shooting Stars (Bag Raiders),0.9458797369865471
Fever Dream (Iron & Wine),Dearest (Buddy Holly),0.945857821211439
Heru Ra Ha: Let There Be Might (Behemoth),Intelligence Has Been Compromised (The Red Chord),0.9458363301830838
I Love You Cause I Have To (Dogs Die in Hot Cars),Talk Talk Talk (The Ordinary Boys),0.9458304617873363
Do Or Die (Papa Roach),High Road (Mastodon),0.9458273454107273
Its Getting Boring By The Sea (Blood Red Shoes),Mindful (Born of Osiris),0.9458007450404167
21 Days (blink-182),Use Somebody (Kings of Leon),0.9457985584568832
We Damn The Night (Helloween),Suspension (MAE),0.9457838334277507
In Our Tears (Secret Garden),Early Till Late (Cantoma),0.9457757441198962
Suffering (Soil),The Fallen (Franz Ferdinand),0.9457721957342617
Lisa Marie (Artist vs. Poet),Killing Ground (Sabaton),0.945720357626581
Deeper Into You (TRUSTcompany),Shoot Me Again (Metallica),0.9457128334739013
Wir sind ja schließlich nicht Metallica (Jupiter Jones),Anchors (The Amity Affliction),0.9457121609097245
Me Against the World (Simple Plan),Release Me (Agnes),0.9457067780823735
Nymphenzeit (In Extremo),All You Need Is Me (Morrissey),0.9457036086569168
Chainsaw Buffet (Lordi),Get Free (The Vines),0.9456855444480129
Violent Mood Swings (Spineshank),Martyr of the Free Word (Epica),0.9456660963122514
(Go To) California (Rob Zombie),Dig In (Lenny Kravitz),0.9456533273541982
Dog Guts (Macabre),Wild Eyes (Parkway Drive),0.9456113433671628
Made In Japan (Pato Fu),He Wasnt Man Enough (Toni Braxton),0.9456110482027295
Needles (System of a Down),The Final Solution (Sabaton),0.9456032097193042
Bleeding (Bathory),World Away (Emery),0.9455856719767208
Action & Action (The Get Up Kids),Little Deaths (To/Die/For),0.9455569898200423
To The End Of The World (Dragonland),Erdbeermund (In Extremo),0.9455271916922334
Crazy For This Girl (Evan and Jaron),Make Me Believe (Godsmack),0.9455262981921997
O Girlfriend (Weezer),Speak of the Devil (Sum 41),0.945521061432922
Kill (Jimmy Eat World),Double The Pain (Heaven & Hell),0.9455033233304587
To the Edge (Lacuna Coil),No Saving Me (Walls of Jericho),0.9454948038091952
Out of Touch (Hall & Oates),Stacys Mom (Fountains of Wayne),0.9454785884154326
State of Grace (Taylor Swift),Betty Blue (The 69 Eyes),0.9454700808613198
Stealth (Way Out West),Sentient 6 (Nevermore),0.9454671215309204
Breakout (Foo Fighters),Killing Ground (Sabaton),0.9454622711411982
Never Saw It Coming (Hoobastank),Prayers (In This Moment),0.9454622272906487
Last Resort (Papa Roach),Constant Static (New Found Glory),0.9454537545768135
Assistant to the Regional Manager (The Devil Wears Prada),There is a Light That Never Goes Out (Dum Dum Girls),0.945377619653271
Dreaming Of Fiji (Philip Glass),Pavane pour une infante défunte (Maurice Ravel),0.9453681975061221
Gimme Stitches (Foo Fighters),Negative Space (Spineshank),0.9453425169538032
Breakout (Foo Fighters),Firefight (Jimmy Eat World),0.9453256440640074
Higher Love (James Vincent McMorrow),Into The West (Howard Shore),0.9453165017872014
Heres To The Night (EVE 6),Made to Love (John Legend),0.9453128404845668
Ambulances (Institute),Wind of Change (Scorpions),0.9452625999639954
Jabberjaw (Phantom Planet),The Terrible Secret (Emery),0.9452363581387375
Lavatory Love Machine (Edguy),Dead Living (Sugarcult),0.9452334149012803
Black Sheep (Metric),Remember Yesterday (HammerFall),0.9452272687315745
Whimper (Ünloco),The Big Wheel (Rush),0.9452021816521031
Detect Your Liberty (Caliban),Timeless Winter (Into Eternity),0.9451922427939022
Impressed (Natalie Imbruglia),More (Usher),0.9451864006904696
Home Now (No Doubt),Beste Zeit deines Lebens (Revolverheld),0.9451732253683397
Ladybug (Kim Fox),Time and Time Again (Papa Roach),0.945150308325815
Young Folks (Peter Bjorn and John),Stars Come Out (Calvin Harris),0.9451478598597013
Not The Nicest Guy (Lordi),Dreaming 24/7 (Scar Symmetry),0.9451045080277796
The Never-Ending Why (Placebo),Coming of Age (Foster the People),0.9450189636568596
Mutter (Rammstein),To the Edge (Lacuna Coil),0.9450058855564878
Action & Action (The Get Up Kids),The Price (Twisted Sister),0.9449918320093851
Land of the Free (Sonata Arctica),By the Way (Red Hot Chili Peppers),0.944989038361672
Live Again (Sevendust),Raise Up (Saliva),0.9449766946538097
I Really Hope (The Cranberries),Fall Into Sleep (Mudvayne),0.944965284926916
Cain (Tiamat),Thin Air (Anathema),0.9449432389316819
Thieves Like Us (New Order),Loving You Is Killing Me (Aloe Blacc),0.9449379530629313
Insignificant (Nevermore),Just A Little Bit (Kids of 88),0.9449378793982638
Blood Stained Bed Sheet Burden (It Dies Today),White Witch (Savatage),0.9448762952599685
Smoking Gun (Robert Cray),Alfie (Lily Allen),0.9448662424807905
O Girlfriend (Weezer),A S V L N (Heavy Heavy Low Low),0.9448501660774955
Ive Been Waiting (Matthew Sweet),Cha Cha Twist (The Detroit Cobras),0.9448453738360567
Its All Been Done (Barenaked Ladies),Delivery (Babyshambles),0.9448153910419723
Cold Light (Yeah Yeah Yeahs),Schenk mir heut nacht (Die Apokalyptischen Reiter),0.9447665698064093
My Sacrifice (Creed),Forever And Ever (Norther),0.9447628752616297
Valkyries Ride (Amon Amarth),Gravedigger (Architects),0.9447627921790255
Anthem Part Two (blink-182),Fanatic (Colony 5),0.9447223105215801
Broken Down (Sevendust),If It Bleeds We Can Kill It (Austrian Death Machine),0.9447086933171049
Kick Some Ass (Stroke 9),Feel Good Drag (Anberlin),0.944705450913304
Neighborhood #3 (Power Out) (Arcade Fire),Hard Rock Hallelujah (Lordi),0.9447032719611941
Tall Tales Taste Like Sour Grapes (Fair to Midland),The Dance (Within Temptation),0.94467290227361
Suspended In Gaffa (Ra Ra Riot),When I Needed You (Supergrass),0.9446445477127304
Wifey (Next),Back To Life (However Do You Want Me) (Soul II Soul),0.9445854507710252
Survival Of The Sickest (Saliva),Last Chance Blueprint (Rise Against),0.9445615398957383
Hummingbird (Wilco),No Place to Fall (Isobel Campbell & Mark Lanegan),0.944541917122831
Dimmer Light (Dead Poetic),After Sunset (Styrofoam),0.9445163497233259
I Love My Computer (Bad Religion),I Forgive You (Kelly Clarkson),0.9445128190668867
Jackson Cannery (Ben Folds Five),Rome Wasnt Built in a Day (Morcheeba),0.9444815447593734
Predictable (Good Charlotte),Upon This Tidal Wave of Young Blood (Clap Your Hands Say Yeah),0.9444707763908448
Belated (New Found Glory),Get Up Again (Flaw),0.9444120753796285
Mitt Gullbergs kaj paradis (Håkan Hellström),Pointed To My Heart (I Killed the Prom Queen),0.9443524278497861
Streets (Avenged Sevenfold),Totalimmortal (AFI),0.944320230542787
Mutt (blink-182),Gods Love (Bad Religion),0.9443182789563327
The Divided Heart (Elvenking),Poison Girl (Him),0.9443068304745746
Finer Feelings (Spoon),Moon Theory (Miami Horror),0.9443022992481869
Will to Love (London Elektricity),World of Hurt (Sub Focus),0.9442886253144958
Convex Concave (Biffy Clyro),Snuff (Slipknot),0.944284374377427
Vinvm Sabbati (Behemoth),Dead Again (Type O Negative),0.944273902155412
The Soul Receiver (Old Man's Child),Ash & Debris (Paradise Lost),0.9442495120806893
A Home (Dixie Chicks),Hummingbird (Wilco),0.9442456912518913
Lucrecia (Ska-P),Every Morning (Sugar Ray),0.9442350541586538
Avantasia (Avantasia),One More Magic Potion (Ensiferum),0.9442231546854623
Your Bore (Seether),My Despair (In Strict Confidence),0.9441976368398667
Confetti (The Lemonheads),Papillon (Editors),0.9441911443140635
Gramy Dalej (Republika),Einmal ist Keinmal (Yvonne Catterfeld),0.944180338586309
Heaven Beside You (Alice in Chains),All That We Needed (Plain White T's),0.944179476341966
Music Again (Adam Lambert),Something Kinda Ooooh (Girls Aloud),0.944153298679724
Kraft (Bosse),Megacorps (Dope Stars Inc.),0.9441221929813376
Whatever It Takes (Leona Lewis),Citizen/Soldier (3 Doors Down),0.9441219745624178
Dead Leaves (Sentenced),Escape To The Stars (Cinema Bizarre),0.9441217879036921
Listen to the Math (Tokyo Police Club),I Cant Believe Its Over (Bent),0.9441111614071658
Thor (Therion),Room to Breathe (You Me at Six),0.9440724043044818
I Hope You Dance (Lee Ann Womack),Cavanaugh Park (Something Corporate),0.9440581872331882
Marches And Maneuvers (Thursday),Miklagard Overture (Turisas),0.944031114715603
Meantime (The Futureheads),WTFWJD (I Set My Friends on Fire),0.9440296200549085
Themata (Karnivool),If It Bleeds We Can Kill It (Austrian Death Machine),0.9440232094384376
Mystify (INXS),Betty Blue (The 69 Eyes),0.9440218384609554
Over and Over (Hot Chip),If This Is Love (The Saturdays),0.9439984878761544
Ladybug (Kim Fox),The One Im Waiting For (Relient K),0.9439538133206343
A Fire In Babylon (Shadows Fall),So (Static-X),0.943932879190217
Naturally (Selena Gomez & the Scene),Chillin (Modjo),0.9439286279282626
Were Nothing But Pawns (Nasum),The Devil Isnt Red (Hella),0.9439034986655201
Into the Airwaves (Jack's Mannequin),W odpowiedzi na twój list (Feel),0.9438987802023512
El Viejo De Arriba (Bersuit Vergarabat),La Camisa Negra (Juanes),0.9438522526003362
Boys Dont Cry (The Cure),Losing Control (This Providence),0.9438207319997587
Broken English (Rise Against),Kom igen Lena! (Håkan Hellström),0.9438079803956546
Almost Golden (Courtney Love),Pretending (Him),0.943806781014735
Next Generation (Culcha Candela),Love Sponge (Buju Banton),0.943803022128465
